org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
kubernetes+kubernetes-sigs+kubernetes-client+kubernetes-csi+kubernetes-incubator,kubernetes+website+test-infra+minikube+cluster-api+enhancements+kops+ingress-nginx+kubespray+kustomize+community+kubebuilder+cluster-api-provider-azure+kind+multi-tenancy+autoscaler+vsphere-csi-driver+cluster-api-provider-aws+k8s.io+perf-tests+release+service-apis+controller-runtime+org+external-dns+dashboard+cloud-provider-openstack+java+kubeadm+sig-release+krew-index+descheduler+image-builder+external-snapshotter+ingress-gce+kube-state-metrics+azuredisk-csi-driver+aws-alb-ingress-controller+gcp-compute-persistent-disk-csi-driver+scheduler-plugins+cluster-api-provider-vsphere+krew+cluster-api-provider-openstack+azurefile-csi-driver+metrics-server+python+cli-utils+aws-ebs-csi-driver+kubectl+csharp+secrets-store-csi-driver+external-provisioner+aws-load-balancer-controller+kubefed+apiserver-network-proxy+aws-efs-csi-driver+docs+node-feature-discovery+javascript+controller-tools+cloud-provider-vsphere+csi-driver-smb+cri-tools+client-go+sig-windows-tools+k8s-container-image-promoter+cloud-provider-aws+cloud-provider-azure+utils+alibaba-cloud-csi-driver+kompose+klog+node-problem-detector+csi-driver-host-path+cluster-api-provider-digitalocean+csi-proxy+dns+csi-driver-nfs+ingress-controller-conformance+contributor-playground+service-catalog+application+git-sync+node-driver-registrar+windows-testing+minibroker+cloud-provider-gcp+reference-docs+csi-test+external-attacher+structured-merge-diff+external-storage+contributor-site+kubebuilder-declarative-pattern+gcp-filestore-csi-driver+sig-storage-local-static-provisioner+kube-aws+external-resizer+blobfuse-csi-driver+aws-iam-authenticator+seccomp-operator+kubetest2+csi-release-tools+blob-csi-driver+cluster-addons+external-health-monitor+cluster-api-provider-packet+python-base+legacy-cloud-providers+cluster-api-provider-gcp+c+apiserver+release-notes+steering+apiserver-builder-alpha+node-feature-discovery-operator+boskos+gengo+sig-storage-lib-external-provisioner+etcdadm+aws-fsx-csi-driver+security+cluster-api-provider-nested+cloud-provider-alibaba-cloud+kube-openapi+security-profiles-operator+apimachinery+kube-storage-version-migrator+cloud-provider+livenessprobe+container-object-storage-interface-controller+csi-lib-utils+nfs-subdir-external-provisioner+api+code-generator+apiextensions-apiserver+bootkube+repo-infra+publishing-bot+cloud-provider-huaweicloud+gen+contributor-tweets+aws-encryption-provider+kube-aggregator+examples+kubelet+component-base+nfs-ganesha-server-and-external-provisioner+sample-apiserver+container-object-storage-interface-spec+cli-experimental+apiserver-runtime+sample-controller+haskell+k8s-gsm-tools+cli-runtime+kubebuilder-release-tools+system-validators+yaml+custom-metrics-apiserver+kube-scheduler+metrics+go-open-service-broker-client+kube-proxy+funding+kube-batch+wg-policy-prototypes+kube-controller-manager+csi-translation-lib+sample-cli-plugin+slack-infra+container-object-storage-interface-api+cluster-proportional-autoscaler+container-object-storage-interface-provisioner-sidecar+cluster-proportional-autoscaler+execution-hook+csi-driver-iscsi+dashboard-metrics-scraper+cluster-capacity+cluster-bootstrap+downloadkubernetes+csi-lib-iscsi+container-object-storage-interface-csi-adapter+cri-api+ip-masq-agent+node-api+cluster-api-provider-ibmcloud+kubernetes-template-project+cluster-api-bootstrap-provider-kubeadm+controller-manager+cluster-registry+zeitgeist+cluster-proportional-vertical-autoscaler+cluster-proportional-vertical-autoscaler+poseidon+clientgofix+mdtoc+ruby+cloud-provider-baiducloud+gluster-block-external-provisioner+externalip-webhook+windows-gmsa+instrumentation-tools+component-helpers+mcs-api+csi-driver-image-populator+mount-utils+go+csi-driver-flex+drivers+cloud-provider-sample+kube-deploy+gluster-file-external-provisioner+csi-driver-fibre-channel+sig-usability+testing_frameworks+mutating-trace-admission-controller+frakti+csi-api+secret-sync-rotation+kubectl-check-ownerreferences+sig-windows-samples+csi-lib-fc+kubernetes-anywhere+custom-metrics-apiserver+addon-operators+cluster-api-provider-docker+.github+cluster-driver-registrar+legacyflag+perl,555977,432497,51521,62183,31001,4336,40958,Kubernetes,kubernetes.io
helm,charts+helm+helm-www+hub+chartmuseum+helm-2to3+chart-testing+community+chart-releaser-action+chart-releaser+chart-testing-action+acceptance-testing+charts-repo-actions-demo+kind-action+monocular+homebrew-tap+docker-kubectl-helm-az+docker-kubectl-helm-aws+github-webhook-dco-labeler+pull-sizer,47801,31872,6671,3770,5472,1325,3786,Helm,helm.sh
cncf+crosscloudci,cnf-conformance+landscape+k8s-conformance+toc+cncf.io+gitdm+sig-security+landscapeapp+apisnoop+devstats+kubernetes-community-days+wg-serverless+mentoring+cnf-testbed+sig-contributor-strategy+telecom-user-group+artwork+radar+soc+hugo-netlify-starter+foundation+wordpress-site+cluster+sig-observability+prometheus-configuration+devstats-helm+sig-runtime+fluentd-configuration+cnf-wg+ci-dashboard+envoy-configuration+udpa+devstats-docker-images+devstatscode+svg-autocrop-serverless+memorials+jaeger-configuration+etcd-configuration+sig-app-delivery+tuf-configuration+velocity+ambassadors+wp-mu-plugins+enduser-public+coredns-configuration+surveys+svg-autocrop+curriculum+crosscloudci+project-template+k8s-infra+sfdc+podtato-head+sig-network+contribute+cross-project+hnscraping+y2c+communitygroups+research-user-group+devstats-reports+presentations+ci_status_repository+sig-storage+cncf-configuration+techdocs+servicedesk+cncf-branding+devstats-k8s-lf+vitess-configuration+devstats-helm-lf+ex_ci_proxy+awards+clone-page-tree+devstats-helm-example+falco-configuration+financial-user-group+trailmap+crosscloudci-trigger+devstats-example+onap-ciservice+cross-cloud+infra-provisioning+linkerd2-configuration+wp-svg-autocrop+devstats-docker-lf+china-video-block+site-boilerplate+cloud-native-days+wg-ci+testproj+harbor-configuration+cloudevents-configuration+tikv-configuration+cla+cri-o-configuration+merge-sh-dbs+helm-configuration+cncf-sig-app-delivery-demo+cni-configuration+rook-configuration+xds+openpolicyagent-configuration+notary-configuration+opentracing-configuration+json2hat-helm+devstats-kubernetes-dashboard+.github+gitlab-dashboard-updater+sig-app-delivery-demo+json2hat,30009,11892,6148,8796,2608,892,9361,CNCF,www.cncf.io
open-telemetry,opentelemetry-java+opentelemetry-collector+opentelemetry-specification+opentelemetry-collector-contrib+opentelemetry-dotnet+opentelemetry-java-instrumentation+opentelemetry-python+opentelemetry-js+opentelemetry-go+opentelemetry-cpp+opentelemetry-ruby+opentelemetry-go-contrib+community+oteps+opentelemetry-rust+opentelemetry-auto-instr-java+opentelemetry-proto+opentelemetry-python-contrib+opentelemetry-js-contrib+opentelemetry-php+opentelemetry.io+opentelemetry-erlang+opentelemetry-operator+opentelemetry-erlang-api+opentelemetry-dotnet-contrib+docs-ja+opentelemetry-swift+opentelemetry-java-contrib+opentelemetry-dotnet-instrumentation+build-tools+opentelemetry-helm-charts+docs-cn+opentelemetry-auto-instr-python+opentelemetry-go-vanityurls+opentelemetry-lambda-extension+.github+opentelemetry-cpp-contrib,123808,80187,21370,11286,9704,764,12547,OpenTelemetry,opentelemetry.io
argoproj+argoproj-labs,argo+argo-cd+argo-events+argo-rollouts+argo-helm+argocd-operator+argoproj-deployments+gitops-engine+argocd-notifications+argocd-image-updater+applicationset+gordian+argoproj+argo-ui+argo-client-python+pkg+argo-python-dsl+homebrew-tap+argo-workflows-catalog+argo-client-java+argo-site+argocd-example-apps+argo-client-gen+argo-kube-notifier+argocd-bot+argo-java-client+argo-server+rollouts-demo+argoproj.github.io+argo-workflows-java-sdk+argo-ci+argo-graph+argo-events-client-java+community+argo-workflows-python-sdk+argoproj-java-client-openapi-generator+argo-workflows-java-server-client+argo-workflows-java-kube-client+argo-workflows-python-server-client+argo-workflows-python-kube-client+argo-python-sdk+couler+argo-workflow-java-sdk+argo-events-client-gen+argo-events-old+argo-events-client-python,45838,23300,7799,8087,6421,672,8318,Argo,argoproj.github.io
grpc+grpc-ecosystem,grpc+grpc-java+grpc-go+grpc-gateway+grpc-swift+grpc.io+grpc-node+grpc-dotnet+grpc-web+grpc-kotlin+grpc-dart+proposal+go-grpc-middleware+test-infra+grpc-health-probe+grpc-proto+grpc-cloud-run-example+awesome-grpc+go-grpc-prometheus+grpc-httpjson-transcoding+grpc.github.io+java-grpc-prometheus+grpc-ios+grpc-php+grpc-java-api-checker+grpc-opentracing+grpc-docker-library+grpc-community+grpc-experiments+polyglot+grpc-haskell,58619,34337,11706,6066,6293,564,6283,gRPC,grpc.io
prometheus,prometheus+docs+node_exporter+alertmanager+blackbox_exporter+test-infra+snmp_exporter+client_golang+client_python+jmx_exporter+procfs+client_java+cloudwatch_exporter+statsd_exporter+common+pushgateway+mysqld_exporter+client_ruby+consul_exporter+haproxy_exporter+demo-site+graphite_exporter+exporter-toolkit+collectd_exporter+memcached_exporter+promu+prombench+influxdb_exporter+golang-builder+talks+prom2json+client_model+nagios_plugins+circleci+prometheus_api_client_ruby+busybox+host_exporter,36806,25477,4965,2573,3617,514,2747,Prometheus,prometheus.io
operator-framework,operator-sdk+community-operators+operator-lifecycle-manager+operator-registry+enhancements+operator-metering+operator-marketplace+api+olm-docs+operator-sdk-samples+operator-lib+operatorhub.io+olm-book+community+operator-test-playbooks+kubectl-operator+getting-started+operator-courier+awesome-operators+presto+flake-analyzer+community-operator-catalog+operator-sdk-ansible-util+operator-framework.io+java-controller-runtime+hadoop+ghostunnel+helm+mock-extension-apiserver+tekton-scorecard-image+operator-manifests+bundle-example+go-appr+java-operator-sdk+operatorhub-docs+logos+hive+flak-analyzer,45756,29013,8922,4206,2327,480,5494,Operator Framework,operatorhub.io
envoyproxy,envoy+nighthawk+envoyproxy.github.io+envoy-filter-example+xds-relay+envoy-wasm+go-control-plane+playground+envoy-build-tools+protoc-gen-validate+ratelimit+data-plane-api+envoy-mobile+envoy-tools+java-control-plane+envoy-perf+envoy-openssl+ci-infra+community+management-plane-api+katacoda-scenarios+sql-parser,72525,49481,8602,10203,4033,436,10409,Envoy,www.envoyproxy.io
fluent,fluent-bit+fluentd+fluent-bit-docs+fluentd-kubernetes-daemonset+fluentd-docs-gitbook+helm-charts+fluent-plugin-kafka+fluent-plugin-s3+fluent-plugin-windows-eventlog+fluent-plugin-prometheus+fluentd-docker-image+fluentd-ui+diagtool+fluent-logger-golang+fluentd-website+fluent-plugin-mongo+fluent-plugin-sql+fluent-bit-go+fluent-plugin-rewrite-tag-filter+fluent-bit-kubernetes-logging+fluent-bit-docker-image+fluent-logger-python+fluent-plugin-webhdfs+fluent-plugin-splunk+fluentbit-website-v3+fluent-plugin-grok-parser+fluent-bit-packaging+fluent-plugin-prometheus_pushgateway+fluent-plugin-sd-dns+fluent-logger-node+fluent-logger-ruby+fluent-plugin-parser-winevt_xml+fluent-bit-plugin+fluent-bit-website+fluent-logger-java+fluent-logger-php+fluent-logger-perl+NLog.Targets.Fluentd+fluent-plugin-parser-cri+fluent-bit-perf+fluent-logger-scala+fluent-bit-docs-stream-processing+fluent-bit-labs+fluentd-forwarder,15839,8758,2385,5672,2129,333,2567,Fluentd,fluentd.org
